csv_trace1,2018-03-22T13:37:16.000Z,32.981278,-96.70976413,gpsSpeed,12.310797
csv_trace1,2018-03-22T13:37:18.000Z,32.98110025,-96.70995408,gpsSpeed,11.960151
csv_trace1,2018-03-22T13:37:20.000Z,32.98100383,-96.71010795,gpsSpeed,9.841646
csv_trace1,2018-03-22T13:37:22.000Z,32.98092837,-96.71021082,gpsSpeed,5.802207
csv_trace1,2018-03-22T13:37:25.000Z,32.98087908,-96.71030881,gpsSpeed,3.620221
csv_trace1,2018-03-22T13:37:27.000Z,32.98077741,-96.71033127,gpsSpeed,5.7814617
csv_trace1,2018-03-22T13:37:29.000Z,32.98066929,-96.71029188,gpsSpeed,6.581489
csv_trace1,2018-03-22T13:37:31.000Z,32.98053136,-96.71021271,gpsSpeed,8.51259
csv_trace1,2018-03-22T13:37:33.000Z,32.98037174,-96.71015307,gpsSpeed,9.260136
csv_trace1,2018-03-22T13:37:35.000Z,32.98018274,-96.71014289,gpsSpeed,10.490005
csv_trace1,2018-03-22T13:37:36.000Z,32.98008897,-96.71016304,gpsSpeed,10.930018
csv_trace1,2018-03-22T13:37:38.000Z,32.97988838,-96.71021838,gpsSpeed,11.080112
csv_trace1,2018-03-22T13:37:40.000Z,32.97972079,-96.71037557,gpsSpeed,11.222157
csv_trace1,2018-03-22T13:37:41.000Z,32.97964443,-96.71046214,gpsSpeed,11.320746
csv_trace1,2018-03-22T13:37:43.000Z,32.97951753,-96.71064354,gpsSpeed,10.440004
csv_trace1,2018-03-22T13:37:45.000Z,32.97941529,-96.71079882,gpsSpeed,8.6102085
csv_trace1,2018-03-22T13:37:47.000Z,32.97937901,-96.71095439,gpsSpeed,7.010114
csv_trace1,2018-03-22T13:37:49.000Z,32.97938313,-96.71109027,gpsSpeed,6.91026
csv_trace1,2018-03-22T13:37:51.000Z,32.97933475,-96.71121846,gpsSpeed,7.2200065
csv_trace1,2018-03-22T13:37:53.000Z,32.97922568,-96.71129637,gpsSpeed,7.1900625
csv_trace1,2018-03-22T13:37:55.000Z,32.97910077,-96.71128427,gpsSpeed,7.3200274
csv_trace1,2018-03-22T13:37:57.000Z,32.97898966,-96.71128712,gpsSpeed,5.235055
csv_trace1,2018-03-22T13:38:03.000Z,32.97889442,-96.71140074,gpsSpeed,4.8254848
csv_trace1,2018-03-22T13:38:05.000Z,32.9788209,-96.71150082,gpsSpeed,6.6200075
csv_trace1,2018-03-22T13:38:07.000Z,32.9787122,-96.71162495,gpsSpeed,8.791842
csv_trace1,2018-03-22T13:38:09.000Z,32.97858913,-96.71178608,gpsSpeed,10.310044
csv_trace1,2018-03-22T13:38:11.000Z,32.97845562,-96.71197451,gpsSpeed,11.700068
csv_trace1,2018-03-22T13:38:12.000Z,32.97838037,-96.71207081,gpsSpeed,12.320259
csv_trace1,2018-03-22T13:38:14.000Z,32.97820876,-96.71228231,gpsSpeed,13.561626
csv_trace1,2018-03-22T13:38:16.000Z,32.97800766,-96.71247083,gpsSpeed,13.97009
csv_trace1,2018-03-22T13:38:18.000Z,32.97779416,-96.71263741,gpsSpeed,13.970229
csv_trace1,2018-03-22T13:38:20.000Z,32.97756423,-96.71275842,gpsSpeed,13.362164
csv_trace1,2018-03-22T13:38:21.000Z,32.97744483,-96.71281047,gpsSpeed,13.631941
csv_trace1,2018-03-22T13:38:23.000Z,32.97721046,-96.71292002,gpsSpeed,13.60178
csv_trace1,2018-03-22T13:38:24.000Z,32.97709221,-96.71297069,gpsSpeed,13.472706
csv_trace1,2018-03-22T13:38:26.000Z,32.97686425,-96.7130668,gpsSpeed,12.890098
csv_trace1,2018-03-22T13:38:27.000Z,32.97675296,-96.71311216,gpsSpeed,12.590322
csv_trace1,2018-03-22T13:38:28.000Z,32.97664583,-96.71315388,gpsSpeed,12.240016
csv_trace1,2018-03-22T13:38:29.000Z,32.97654052,-96.71318393,gpsSpeed,11.960602
csv_trace1,2018-03-22T13:38:31.000Z,32.97634284,-96.71322174,gpsSpeed,11.320017
csv_trace1,2018-03-22T13:38:33.000Z,32.97614889,-96.71323997,gpsSpeed,10.810116
csv_trace1,2018-03-22T13:38:35.000Z,32.97596458,-96.71324845,gpsSpeed,10.231764
csv_trace1,2018-03-22T13:38:37.000Z,32.97579759,-96.71328316,gpsSpeed,8.790819
