csv_trace2,2018-03-22T13:37:16.000Z,32.981278,-96.70976413,
csv_trace2,2018-03-22T13:37:18.000Z,32.98110025,-96.70995408,
csv_trace2,2018-03-22T13:37:20.000Z,32.98100383,-96.71010795,
csv_trace2,2018-03-22T13:37:22.000Z,32.98092837,-96.71021082,
csv_trace2,2018-03-22T13:37:25.000Z,32.98087908,-96.71030881,
csv_trace2,2018-03-22T13:37:27.000Z,32.98077741,-96.71033127,
csv_trace2,2018-03-22T13:37:29.000Z,32.98066929,-96.71029188,
csv_trace2,2018-03-22T13:37:31.000Z,32.98053136,-96.71021271,
csv_trace2,2018-03-22T13:37:33.000Z,32.98037174,-96.71015307,
csv_trace2,2018-03-22T13:37:35.000Z,32.98018274,-96.71014289,
csv_trace2,2018-03-22T13:37:36.000Z,32.98008897,-96.71016304,
csv_trace2,2018-03-22T13:37:38.000Z,32.97988838,-96.71021838,
csv_trace2,2018-03-22T13:37:40.000Z,32.97972079,-96.71037557,
csv_trace2,2018-03-22T13:37:41.000Z,32.97964443,-96.71046214,
csv_trace2,2018-03-22T13:37:43.000Z,32.97951753,-96.71064354,PICKUP
csv_trace2,2018-03-22T13:37:45.000Z,32.97941529,-96.71079882,
csv_trace2,2018-03-22T13:37:47.000Z,32.97937901,-96.71095439,
csv_trace2,2018-03-22T13:37:49.000Z,32.97938313,-96.71109027,
csv_trace2,2018-03-22T13:37:51.000Z,32.97933475,-96.71121846,
csv_trace2,2018-03-22T13:37:53.000Z,32.97922568,-96.71129637,
csv_trace2,2018-03-22T13:37:55.000Z,32.97910077,-96.71128427,
csv_trace2,2018-03-22T13:37:57.000Z,32.97898966,-96.71128712,
csv_trace2,2018-03-22T13:38:03.000Z,32.97889442,-96.71140074,
csv_trace2,2018-03-22T13:38:05.000Z,32.9788209,-96.71150082,
csv_trace2,2018-03-22T13:38:07.000Z,32.9787122,-96.71162495,
csv_trace2,2018-03-22T13:38:09.000Z,32.97858913,-96.71178608,
csv_trace2,2018-03-22T13:38:11.000Z,32.97845562,-96.71197451,
csv_trace2,2018-03-22T13:38:12.000Z,32.97838037,-96.71207081,
csv_trace2,2018-03-22T13:38:14.000Z,32.97820876,-96.71228231,
csv_trace2,2018-03-22T13:38:16.000Z,32.97800766,-96.71247083,
csv_trace2,2018-03-22T13:38:18.000Z,32.97779416,-96.71263741,
csv_trace2,2018-03-22T13:38:20.000Z,32.97756423,-96.71275842,
csv_trace2,2018-03-22T13:38:21.000Z,32.97744483,-96.71281047,
csv_trace2,2018-03-22T13:38:23.000Z,32.97721046,-96.71292002,
csv_trace2,2018-03-22T13:38:24.000Z,32.97709221,-96.71297069,
csv_trace2,2018-03-22T13:38:26.000Z,32.97686425,-96.7130668,
csv_trace2,2018-03-22T13:38:27.000Z,32.97675296,-96.71311216,
csv_trace2,2018-03-22T13:38:28.000Z,32.97664583,-96.71315388,
csv_trace2,2018-03-22T13:38:29.000Z,32.97654052,-96.71318393,
csv_trace2,2018-03-22T13:38:31.000Z,32.97634284,-96.71322174,
csv_trace2,2018-03-22T13:38:33.000Z,32.97614889,-96.71323997,
csv_trace2,2018-03-22T13:38:35.000Z,32.97596458,-96.71324845,
csv_trace2,2018-03-22T13:38:37.000Z,32.97579759,-96.71328316,
csv_trace2,2018-03-22T13:38:39.000Z,32.97560232,-96.71329584,
csv_trace2,2018-03-22T13:38:41.000Z,32.97549143,-96.71334655,
csv_trace2,2018-03-22T13:38:43.000Z,32.97543768,-96.71346391,
csv_trace2,2018-03-22T13:38:45.000Z,32.9754283,-96.71362922,
csv_trace2,2018-03-22T13:38:47.000Z,32.97543097,-96.71383394,
csv_trace2,2018-03-22T13:38:48.000Z,32.97543295,-96.7139512,
csv_trace2,2018-03-22T13:38:50.000Z,32.97543371,-96.7142073,
csv_trace2,2018-03-22T13:38:51.000Z,32.97543154,-96.71434485,
csv_trace2,2018-03-22T13:38:53.000Z,32.97542077,-96.7146222,
csv_trace2,2018-03-22T13:38:54.000Z,32.97541606,-96.71476033,
csv_trace2,2018-03-22T13:38:55.000Z,32.97541105,-96.71490037,
csv_trace2,2018-03-22T13:38:57.000Z,32.97541011,-96.71512508,
csv_trace2,2018-03-22T13:38:59.000Z,32.975414,-96.71527179,
csv_trace2,2018-03-22T13:40:30.000Z,32.97542217,-96.71538417,
csv_trace2,2018-03-22T13:40:34.000Z,32.97543206,-96.71552446,
csv_trace2,2018-03-22T13:40:36.000Z,32.97543092,-96.71568256,
csv_trace2,2018-03-22T13:40:38.000Z,32.97543091,-96.71588304,
csv_trace2,2018-03-22T13:40:40.000Z,32.97542592,-96.71609818,
csv_trace2,2018-03-22T13:40:42.000Z,32.97541312,-96.71633138,
csv_trace2,2018-03-22T13:40:43.000Z,32.97540474,-96.71644369,
csv_trace2,2018-03-22T13:40:45.000Z,32.97529777,-96.71660632,
csv_trace2,2018-03-22T13:40:47.000Z,32.97513688,-96.71669849,
csv_trace2,2018-03-22T13:40:48.000Z,32.97503653,-96.71676186,
csv_trace2,2018-03-22T13:40:50.000Z,32.97480295,-96.71689069,
csv_trace2,2018-03-22T13:40:52.000Z,32.97455905,-96.71703874,
csv_trace2,2018-03-22T13:40:54.000Z,32.9742971,-96.71720799,
csv_trace2,2018-03-22T13:40:56.000Z,32.9740196,-96.71738879,
csv_trace2,2018-03-22T13:40:58.000Z,32.97374271,-96.71756042,
csv_trace2,2018-03-22T13:41:00.000Z,32.97347619,-96.7177382,
csv_trace2,2018-03-22T13:41:01.000Z,32.97334109,-96.71783365,
csv_trace2,2018-03-22T13:41:02.000Z,32.97319281,-96.71792679,
csv_trace2,2018-03-22T13:41:04.000Z,32.97289131,-96.71813182,
csv_trace2,2018-03-22T13:41:06.000Z,32.97258875,-96.71832696,
csv_trace2,2018-03-22T13:41:08.000Z,32.97228299,-96.71852548,
csv_trace2,2018-03-22T13:41:09.000Z,32.97212845,-96.71862691,
csv_trace2,2018-03-22T13:41:11.000Z,32.9718239,-96.71882423,
csv_trace2,2018-03-22T13:41:13.000Z,32.97150799,-96.71902766,
csv_trace2,2018-03-22T13:41:14.000Z,32.97135002,-96.71912583,
csv_trace2,2018-03-22T13:41:16.000Z,32.97102225,-96.7193318,
csv_trace2,2018-03-22T13:41:17.000Z,32.97085644,-96.71943713,
csv_trace2,2018-03-22T13:41:18.000Z,32.97068746,-96.71954444,
csv_trace2,2018-03-22T13:41:20.000Z,32.97035118,-96.71974517,
csv_trace2,2018-03-22T13:41:21.000Z,32.97017644,-96.71984452,
csv_trace2,2018-03-22T13:41:23.000Z,32.96983403,-96.72006039,
csv_trace2,2018-03-22T13:41:24.000Z,32.96965901,-96.72016914,
csv_trace2,2018-03-22T13:41:26.000Z,32.96931035,-96.72039049,
csv_trace2,2018-03-22T13:41:28.000Z,32.96896553,-96.72061273,
csv_trace2,2018-03-22T13:41:30.000Z,32.96862378,-96.72083042,
csv_trace2,2018-03-22T13:41:32.000Z,32.96826512,-96.72104366,
csv_trace2,2018-03-22T13:41:33.000Z,32.96808783,-96.72115047,
csv_trace2,2018-03-22T13:41:35.000Z,32.96775397,-96.72135439,
csv_trace2,2018-03-22T13:41:37.000Z,32.96741741,-96.72156116,
csv_trace2,2018-03-22T13:41:39.000Z,32.96708785,-96.72177878,
csv_trace2,2018-03-22T13:41:40.000Z,32.96692452,-96.72189053,
csv_trace2,2018-03-22T13:41:42.000Z,32.9666205,-96.72211219,
csv_trace2,2018-03-22T13:41:44.000Z,32.96631229,-96.7223467,
csv_trace2,2018-03-22T13:41:45.000Z,32.96615751,-96.7224659,
csv_trace2,2018-03-22T13:41:46.000Z,32.96600661,-96.7225923,
csv_trace2,2018-03-22T13:41:48.000Z,32.96570146,-96.72285451,
csv_trace2,2018-03-22T13:41:50.000Z,32.96540241,-96.72311669,
csv_trace2,2018-03-22T13:41:52.000Z,32.96511059,-96.72338362,
csv_trace2,2018-03-22T13:41:53.000Z,32.96496487,-96.72352104,
csv_trace2,2018-03-22T13:41:55.000Z,32.96467896,-96.7238114,
csv_trace2,2018-03-22T13:41:57.000Z,32.96439767,-96.72410657,
csv_trace2,2018-03-22T13:41:59.000Z,32.9641195,-96.72438137,
csv_trace2,2018-03-22T13:42:00.000Z,32.96398688,-96.72450835,
csv_trace2,2018-03-22T13:42:02.000Z,32.96372225,-96.72476759,
csv_trace2,2018-03-22T13:42:04.000Z,32.96347318,-96.72503647,
csv_trace2,2018-03-22T13:42:06.000Z,32.96322595,-96.7253112,
csv_trace2,2018-03-22T13:42:07.000Z,32.96309971,-96.7254496,
csv_trace2,2018-03-22T13:42:09.000Z,32.96285488,-96.72571453,
csv_trace2,2018-03-22T13:42:11.000Z,32.962605,-96.72598124,
csv_trace2,2018-03-22T13:42:12.000Z,32.9624793,-96.72611639,
csv_trace2,2018-03-22T13:42:14.000Z,32.96222142,-96.72639163,
csv_trace2,2018-03-22T13:42:16.000Z,32.96195234,-96.72667008,
csv_trace2,2018-03-22T13:42:17.000Z,32.96181871,-96.72680996,
csv_trace2,2018-03-22T13:42:19.000Z,32.96155748,-96.72708572,
csv_trace2,2018-03-22T13:42:20.000Z,32.96142638,-96.72721723,
